"ISBN","Title","Author","Courses","ImageURL","OrigPrice"
"281110114744B","CROAT 102 COURSE NOTES *DIST ED WINTER 2010*","ALSO FREE ON CDROM *WINTER 2010*","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_generic_cover.jpg","6.53"
"281110114745B","ENGL 109 MP3 COURSE NOTES *DIST ED WINTER 2010*","ALSO FREE ON CDROM *WINTER 2010*","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_generic_cover.jpg","11.89"
"281110114746B","ENGL 202A COURSE NOTES *DIST ED WINTER 2010*","ALSO FREE ON CDROM *WINTER 2010*","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_generic_cover.jpg","12.55"
"281110114747B","ENGL 251A COURSE NOTES *DIST ED WINTER 2010*","ALSO FREE ON CDROM *WINTER 2010*","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_generic_cover.jpg","5.67"
"281110114748B","ENGL 251B COURSE NOTES *DIST ED WINTER 2010*","ALSO FREE ON CDROM *WINTER 2010*","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_generic_cover.jpg","7.39"
"281110114749B","ENGL 363 / DRAMA 387 COURSE NOTES *DIST ED WINTER ","ALSO FREE ON CDROM *WINTER 2010*","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_generic_cover.jpg","7.97"
"281110114750B","FR 332 COURSE NOTES *DIST ED WINTER 2010*","ALSO FREE ON CDROM *WINTER 2010*","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_generic_cover.jpg","7.91"
"281110114751B","FR 352 COURSE NOTES *DIST ED WINTER 2010*","ALSO FREE ON CDROM *WINTER 2010*","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_generic_cover.jpg","22.50"
"9780312367541","WRINKLE IN TIME","'ENGLE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_cache/9780312367541.jpg","8.99"
"281108913720B","PHIL 221 CLASSICS OF WESTERN MORAL THEORY *DIST ED","(OLD ED)","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","23.03"
"281107912860B","PHIL 221 CLASSICS WESTERM MORAL THEORY *VERSION 1.","(OLD ED)","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","22.97"
"281107912862B","PSYCH 253 DE SUPPLEMENTARY READINGS","(OLD ED)","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","24.00"
"281108913722B","PSYCH 253 SUPPLEMENTARY READINGS *DIST ED FALL 200","(OLD ED)","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","24.00"
"281108913724B","RS 180 BOOK OF READINGS *DIST ED FALL 2008*","(OLD ED)","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","45.37"
,"RS 180 BOOK OF READINGS *DIST ED FALL 2008*","(OLD ED)","",,
"281109514317B","PSYCH 354 COURSE NOTES *DIST ED SPRING 2009*","ALSO FREE ON CDROM SPRING 2009","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_generic_cover.jpg","7.57"
"281109514318B","RS 386 / SPD 379 COURSE NOTES *DIST ED SPRING 2009","ALSO FREE ON CDROM SPRING 2009","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_generic_cover.jpg","10.73"
"281109114038B","(OLD EDITION) ENGL 109 MP3 COURSE NOTES *DIST ED W","ALSO FREE ON CDROM WINTER 2009","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1091.jpg","11.89"
"281109114043B","FR 251 COURSE NOTES DIST ED WINTER 2009","ALSO FREE ON CDROM WINTER 2009","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1091.jpg","14.99"
"281109114057B","RS 100F COURSE NOTES *DIST ED WINTER 2009*","ALSO FREE ON CDROM WINTER 2009","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1091.jpg","7.77"
"281109114058B","RS 235 COURSE NOTES *DIST ED WINTER 2009*","ALSO FREE ON CDROM WINTER 2009","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1091.jpg","8.04"
"281108513484B","SCI 270 REGARDING NUCLEAR TECHNOLOGIES","ALSO FREE ON COURSE WEBSITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","30.25"
"281112516350B","BIOL 373 COURSE NOTES CEL","ALSO FREE ON LEARN CRS WEBSITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","11.02"
"281112516351B","ENGL 109 MP3 COURSE NOTES CEL SEC 081","ALSO FREE ON LEARN CRS WEBSITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","12.15"
"281112516352B","PHIL 145 COURSE NOTES CEL","ALSO FREE ON LEARN CRS WEBSITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","14.89"
"281112516353B","PHIL 201 COURSE NOTES CEL","ALSO FREE ON LEARN CRS WEBSITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","7.80"
"281112516354B","PHIL 324 COURSE NOTES CEL","ALSO FREE ON LEARN CRS WEBSITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","18.79"
"281113517005B","BIOL 130 CEL COURSE NOTES","ALSO FREE ON LEARN CRSE WEBSITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","12.49"
"281113917143B","BIOL 130 CEL COURSE NOTES","ALSO FREE ON LEARN CRSE WEBSITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","12.49"
"281113917144B","BIOL 373 CEL COURSE NOTES","ALSO FREE ON LEARN CRSE WEBSITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","10.61"
"281113917145B","CROAT 101 CEL COURSE NOTES","ALSO FREE ON LEARN CRSE WEBSITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","5.12"
"281113917128B","ENGL 251 CEL BOOK OF READINGS","ALSO FREE ON LEARN CRSE WEBSITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","75.68"
"281113917146B","ENGL 251A CEL COURSE NOTES","ALSO FREE ON LEARN CRSE WEBSITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","6.49"
"281113917142B","ENGL 362 DRAMA 386 CEL COURSE NOTES","ALSO FREE ON LEARN CRSE WEBSITE","; ","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","7.10"
"281113517006B","GERON SCI 255 CEL COURSE NOTES","ALSO FREE ON LEARN CRSE WEBSITE","; ","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","37.42"
"281113517007B","PHIL 145 CEL COURSE NOTES","ALSO FREE ON LEARN CRSE WEBSITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","14.89"
"281113917147B","PHIL 145 CEL COURSE NOTES","ALSO FREE ON LEARN CRSE WEBSITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","14.89"
"281113517077B","PHIL 202 WS 222 BOOK OF READINGS","ALSO FREE ON LEARN CRSE WEBSITE","; ","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","62.85"
"281113917139B","PHIL 202 WS 222 CEL BOOK OF READINGS","ALSO FREE ON LEARN CRSE WEBSITE","; ","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","68.55"
"281113517008B","PHIL 220 CEL COURSE NOTES","ALSO FREE ON LEARN CRSE WEBSITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","6.89"
"281113517009B","PHIL 324 CEL COURSE NOTES","ALSO FREE ON LEARN CRSE WEBSITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","18.79"
"281113517010B","PHIL 384 CEL COURSE NOTES","ALSO FREE ON LEARN CRSE WEBSITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","11.43"
"281113517011B","RS 235 CEL COURSE NOTES","ALSO FREE ON LEARN CRSE WEBSITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","8.96"
"281113917149B","RS 235 CEL COURSE NOTES","ALSO FREE ON LEARN CRSE WEBSITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","8.96"
"281113116791B","RS 235 CEL COURSE NOTES","ALSO FREE ON LEARN CRSE WEBSITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","8.96"
"281112516358B","RS 235 COURSE NOTES CEL","ALSO FREE ON LEARN CRSE WEBSITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","8.96"
"281112516357B","PHIL 384 COURSE NOTES CEL","ALSO FREE ON LEARN WEB CRS SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","11.43"
"281112116121B","PHIL 145 CEL COURSE NOTES","ALSO FREE ON UW ACE CRS SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","14.89"
"281112116123B","PHIL 265 CEL COURSE NOTES","ALSO FREE ON UW ACE CRS SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","5.46"
"281113116788B","PHIL 265 CEL COURSE NOTES","ALSO FREE ON UW ACE CRS SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","6.22"
"281112116125B","RS 235 CEL COURSE NOTES","ALSO FREE ON UW ACE CRS SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","8.20"
"281113116790B","PHYS 223 CEL COURSE NOTES","ALSO FREE ON UW ACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","19.89"
"281112116124B","PHYS.223 CEL COURSE NOTES","ALSO FREE ON UW ACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","19.89"
"281110915117B","SCI 205 COURSE NOTES *CEL FALL 2010*","ALSO FREE ON UWACE COURSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1109.jpg","16.71"
"281111515685B","MATH 106 CEL COURSE NOTES","ALSO FREE ON UWACE CRE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1115.jpg","19.96"
"281111515683B","ENGL 109 MP3 CEL SEC 081 COURSE NOTES","ALSO FREE ON UWACE CRES SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1115.jpg","12.15"
"281112116113B","ENGL 109 MP3 CEL COURSE NOTES","ALSO FREE ON UWACE CRS SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","12.15"
"281112116114B","ENGL 202A CEL COURSE NOTES","ALSO FREE ON UWACE CRS SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","12.83"
"281113116781B","ENGL 202A CEL COURSE NOTES","ALSO FREE ON UWACE CRS SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","12.83"
"281112116115B","ENGL 251A CEL COURSE NOTES","ALSO FREE ON UWACE CRS SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","5.73"
"281111915833B","ENGL 251A CEL COURSE NOTES","ALSO FREE ON UWACE CRS SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1119.jpg","5.73"
"281113116783B","ENGL 251A CEL COURSE NOTES","ALSO FREE ON UWACE CRS SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","6.49"
"281112116116B","ENGL 251B CEL COURSE NOTES","ALSO FREE ON UWACE CRS SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","7.50"
"281113116782B","ENGL 251B CEL COURSE NOTES","ALSO FREE ON UWACE CRS SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","8.28"
"281112116117B","ENGL 363 DRAMA 387 CEL COURSE NOTES","ALSO FREE ON UWACE CRS SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","8.13"
"281113116784B","ENGL 363 DRAMA 387 CEL COURSE NOTES","ALSO FREE ON UWACE CRS SITE","; ","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","8.89"
"281111115496B","MATH 103 CEL COURSE NOTES","ALSO FREE ON UWACE CRS SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1111.jpg","12.49"
"281112116120B","MATH 225 CEL COURSE NOTES","ALSO FREE ON UWACE CRS SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","15.44"
"281111515686B","PHIL 145 CEL COURSE NOTES","ALSO FREE ON UWACE CRS SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1115.jpg","14.89"
"281112116122B","PHIL 250A CEL COURSE NOTES","ALSO FREE ON UWACE CRS SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","7.99"
"281111515689B","PSYCH 354 CEL COURSE NOTES","ALSO FREE ON UWACE CRS SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1115.jpg","7.71"
"281112116126B","RS 386 SPD 379 CEL COURSE NOTES","ALSO FREE ON UWACE CRS SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","10.95"
"281112916528B","ENGL 362 DRAMA 386 COURSE NOTES CEL","ALSO FREE ON UWACE CRS WEBSITE","; ","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","7.10"
"281111515682B","BIOL 373 CEL COURSE NOTES","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1115.jpg","11.02"
"281112916523B","BIOL 373 CEL COURSE NOTES","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","10.61"
"281111915829B","BIOL 373 CEL COURSE NOTES FALL 2011","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1119.jpg","11.02"
"281110915096B","BIOL 373 COURSE NOTES *CEL FALL 2010*","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1109.jpg","10.80"
"281110915097B","CHEM 266 COURSE NOTES *CEL FALL 2010*","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1109.jpg","15.85"
"281110915110B","CLAS 361 / PHIL 380 COURSE NOTES *CEL FALL 2010*","ALSO FREE ON UWACE CRSE SITE","; ","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1109.jpg","5.53"
"281113116789B","CLAS 361/PHIL 380 CEL COURSE NOTES","ALSO FREE ON UWACE CRSE SITE","; ","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","6.36"
"281110915098B","CROAT 101 COURSE NOTES *CEL FALL 2010*","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1109.jpg","5.07"
"281111115489B","ENGL 109 MP3 CEL COURSE NOTES","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1111.jpg","12.15"
"281111915832B","ENGL 109 MP3 CEL COURSE NOTES FALL 2011","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1119.jpg","12.15"
"281110915100B","ENGL 109 MP3 COURSE NOTES *CEL FALL 2010*","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1109.jpg","11.89"
"281110514987B","ENGL 109 MP3 DE COURSE NOTES","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1105.jpg","11.89"
"281111115490B","ENGL 202A CEL COURSE NOTES","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1111.jpg","12.83"
"281111115491B","ENGL 251A CEL COURSE NOTES","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1111.jpg","5.73"
"281110915101B","ENGL 251A COURSE NOTES *CEL FALL 2010*","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1109.jpg","5.67"
"281111115492B","ENGL 251B CEL COURSE NOTES","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1111.jpg","7.50"
"281111915834B","ENGL 344 CEL COURSE NOTES FALL 2011","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1119.jpg","6.14"
"281110915103B","ENGL 362 / DRAMA 386 COURSE NOTES *CEL FALL 2010*","ALSO FREE ON UWACE CRSE SITE","; ","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1109.jpg","6.99"
"281111915835B","ENGL 362 DRAMA 386 CEL COURSE NOTES FALL 2011","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1119.jpg","7.10"
"281111115493B","ENGL 363 DRAMA 387 CEL COURSE NOTES","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1111.jpg","8.13"
"281111115494B","ISS 131R CEL COURSE NOTES","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1111.jpg","5.59"
"281110915104B","ISS 131R COURSE NOTES *CEL FALL 2010*","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1109.jpg","5.53"
"281112116118B","MATH 103 CEL COURSE NOTES","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","12.49"
"281113116785B","MATH 103 CEL COURSE NOTES","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","12.49"
"281111915836B","MATH 103 CEL COURSE NOTES FALL 2011","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1119.jpg","12.49"
"281110915105B","MATH 103 COURSE NOTES *CEL FALL 2010*","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1109.jpg","12.22"
"281111115497B","MATH 106 CEL COURSE NOTES","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1111.jpg","19.96"
"281111915837B","MATH 106 CEL COURSE NOTES FALL 2011","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1119.jpg","19.96"
"281110915106B","MATH 106 COURSE NOTES *CEL FALL 2010*","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1109.jpg","19.42"
"281110514991B","MATH 106 DE COURSE NOTES","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1105.jpg","19.42"
"281111115498B","MATH 225 CEL COURSE NOTES","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1111.jpg","15.44"
"281111115499B","PHIL 145 CEL COURSE NOTES","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1111.jpg","14.89"
"281112116118B","MATH 103 CEL COURSE NOTES","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg",
"281111115501B","PHIL 322 CEL COURSE NOTES","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1111.jpg","12.97"
"281111915841B","PHIL 380 CLAS 361 CEL COURSE NOTES FALL 2011","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1119.jpg","5.59"
"281111115502B","PHIL 384 CEL COURSE NOTES","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1111.jpg","11.43"
"281111115503B","PHYS 122 CEL COURSE NOTES","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1111.jpg","18.79"
"281111115504B","PHYS 223 CEL COURSE NOTES","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1111.jpg","19.89"
"281111915843B","PHYS 226 CEL COURSE NOTES FALL 2011","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1119.jpg","17.36"
"281110915113B","PHYS 226 COURSE NOTES *CEL FALL 2010*","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1109.jpg","16.91"
"281111915844B","PHYS 352 CEL COURSE NOTES FALL 2011","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1119.jpg","15.37"
"281110915114B","PHYS 352 COURSE NOTES *CEL FALL 2010*","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1109.jpg","14.99"
"281110514995B","PSYCH 354 DE COURSE NOTES","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1105.jpg","7.57"
"281111115505B","RS 235 CEL COURSE NOTES","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1111.jpg","8.20"
"281111915845B","RS 235 CEL COURSE NOTES FALL 2011","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1119.jpg","8.20"
"281110514996B","RS 235 DE COURSE NOTES","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1105.jpg","8.04"
"281111115506B","RS 263 SPD 270 CEL COURSE NOTES","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1111.jpg","6.21"
"281111115512B","RS 385 SPD 378 CEL COURSE NOTES","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1111.jpg","10.40"
"281111915846B","RS 385 SPD 378 CEL COURSE NOTES FALL 2011","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1119.jpg","10.34"
"281110514997B","RS 385 SPD 378 DE COURSE NOTES","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1105.jpg","9.43"
"281110915115B","RS 386 / SPD 379 COURSE NOTES *CEL FALL 2010*","ALSO FREE ON UWACE CRSE SITE","; ","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1109.jpg","10.73"
"281111915847B","SCI 205 CEL COURSE NOTES FALL 2011","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1119.jpg","17.15"
"281111115509B","SPCOM 491 SEC 002 COMMUNICATION IDENTITY PROFESSIO","ALSO FREE ON UWACE CRSE SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1111.jpg","35.59"
"281111915831B","CROAT 101 CEL COURSE NOTES","ALSO FREE ON UWACE CRSE STE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1119.jpg","5.12"
"281112916526B","ENGL 251A COURSE NOTES CEL","ALSO FREE ON UWACE CRSE WEBSITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","5.73"
"281108113110B","CHEM 266 WEB COURSE NOTES","ALSO FREE ON WEBSITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_no_image_available.jpg","15.85"
"281110114743B","CHEM 266 WEB COURSE NOTES","ALSO FREE ON WEBSITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_generic_cover.jpg","15.85"
"281109114032B","CHEM 266 WEB COURSE NOTES","ALSO FREE ON WEBSITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1091.jpg","15.85"
"281111115500B","PHIL 265 CEL COURSE NOTES","ALSO ON UWACE CRS SITE","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/courseware_cover_1111.jpg","5.46"
"9780199284627","HUMAN RIGHTS AND DEVELOPMENT : TOWARDS MUTUAL REIN","ALSTON ET AL","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_cache/9780199284627.jpg","108.00"
"9789684325272","CLEMENCIA *NR*","ALTAMIRANO *NR*","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_no_image_available.jpg","11.95"
"9780393337044","BOOK OF PSALMS","ALTER","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_no_image_available.jpg","25.00"
"9780393320770","DAVID STORY","ALTER","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_no_image_available.jpg","22.99"
"281082668407B","ALTERNATIVES JOURNAL VOL 33 #2/3","ALTERNATIVES","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_no_image_available.jpg","7.50"
"281000000777B","SPECIAL ALTERNATIVES FIVE PACK WINTER 2008","ALTERNATIVES","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_no_image_available.jpg","28.30"
"281000002205B","ALTERNATIVES : YOUR TOWN AUG 2009 (35:5)","ALTERNATIVES (FINAL SALE ITEM)","; ","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_no_image_available.jpg","8.12"
"281000002747B","ALTERNATIVES SEPT 2011 (37:5) - ENERGY & EDUCATION","ALTERNATIVES (FINAL SALE ITEM)","","https://fortuna.uwaterloo.ca/rs/interchange/cover_images/biblioshare_no_image_available.jpg","7.50"
